isin,ticker,currency,per_value,cpn_rate,cpn_frequency_en,cpn_qquantity,coupon_date,day_count,maturity_date,issue_date,first_payment_date,isin_class,instrument_type_en,issuer_name_en,issuer_id,list_class,isin_status_en,outst_volume,outst_volume_amd,outst_quantity,benchmark,inflation_linked
AMHEZBB2PER7,HEZBBP,USD,100.000000,5.500000,Semi-Annually,6,"[""2026-08-23"", ""2027-02-23"", ""2027-08-23"", ""2028-02-23"", ""2028-08-23"", ""2029-02-23""]",ACT/ACT,2029-02-23,2026-02-23,2026-08-23,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,2000000.000000,731820000,20000.000000,0,
AMHEZBB2QER5,HEZBBQ,AMD,10000.000000,10.250000,Semi-Annually,6,"[""2026-08-23"", ""2027-02-23"", ""2027-08-23"", ""2028-02-23"", ""2028-08-23"", ""2029-02-23""]",ACT/ACT,2029-02-23,2026-02-23,2026-08-23,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,4000000000.000000,4000000000.000000,400000.000000,0,
AMHEZBB2RER3,HEZBBR,AMD,10000.000000,10.000000,Semi-Annually,6,"[""2026-09-02"", ""2027-03-02"", ""2027-09-02"", ""2028-03-02"", ""2028-09-02"", ""2029-03-02""]",ACT/ACT,2029-03-02,2026-03-02,2026-09-02,Coupon bond,Debt Instrument,ARMECONOMBANK OJSC,34,BBond,Listed,3000000000.000000,3000000000.000000,300000.000000,0,
AMHSKAB21ER2,HSKAB1,AMD,100000.000000,11.750000,Semi-Annually,6,"[""2026-02-05"", ""2026-08-05"", ""2027-02-05"", ""2027-08-05"", ""2028-02-05"", ""2028-08-05""]",ACT/ACT,2028-08-05,2025-08-05,2026-02-05,Coupon bond,Debt Instrument,HSKA CJSC,346,BBond,Listed,1500000000.000000,1500000000.000000,15000.000000,0,
AMINECB2DER5,INECBD,USD,100.000000,4.500000,Quarterly,10,"[""2024-05-15"", ""2024-08-15"", ""2024-11-15"", ""2025-02-15"", ""2025-05-15"", ""2025-08-15"", ""2025-11-15"", ""2026-02-15"", ""2026-05-15"", ""2026-08-15""]",ACT/ACT,2026-08-15,2024-02-15,2024-05-15,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,5000000.000000,1829550000.0000002,50000.000000,0,
AMINECB2FER0,INECBF,USD,100.000000,4.750000,Quarterly,12,"[""2024-09-27"", ""2024-12-27"", ""2025-03-27"", ""2025-06-27"", ""2025-09-27"", ""2025-12-27"", ""2026-03-27"", ""2026-06-27"", ""2026-09-27"", ""2026-12-27"", ""2027-03-27"", ""2027-06-27""]",ACT/ACT,2027-06-27,2024-06-27,2024-09-27,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,5000000.000000,1829550000.0000002,50000.000000,0,
AMINECB2HER6,INECBH,AMD,10000.000000,10.000000,Semi-Annually,5,"[""2024-12-27"", ""2025-06-27"", ""2025-12-27"", ""2026-06-27"", ""2026-12-27""]",ACT/ACT,2026-12-27,2024-06-27,2024-12-27,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,5000000000.000000,5000000000.000000,500000.000000,0,
AMINECB2IER4,INECBI,AMD,10000.000000,10.500000,Quarterly,10,"[""2025-09-09"", ""2025-12-09"", ""2026-03-09"", ""2026-06-09"", ""2026-09-09"", ""2026-12-09"", ""2027-03-09"", ""2027-06-09"", ""2027-09-09"", ""2027-12-09""]",ACT/ACT,2027-12-09,2025-06-09,2025-09-09,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,5000000000.000000,5000000000.000000,500000.000000,0,
AMINECB2JER2,INECBJ,USD,100.000000,5.250000,Quarterly,9,"[""2025-09-09"", ""2025-12-09"", ""2026-03-09"", ""2026-06-09"", ""2026-09-09"", ""2026-12-09"", ""2027-03-09"", ""2027-06-09"", ""2027-09-09""]",ACT/ACT,2027-09-09,2025-06-09,2025-09-09,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,5000000.000000,1829550000.0000002,50000.000000,0,
AMINECB2KER0,INECBK,USD,100.000000,5.500000,Quarterly,12,"[""2025-09-09"", ""2025-12-09"", ""2026-03-09"", ""2026-06-09"", ""2026-09-09"", ""2026-12-09"", ""2027-03-09"", ""2027-06-09"", ""2027-09-09"", ""2027-12-09"", ""2028-03-09"", ""2028-06-09""]",ACT/ACT,2028-06-09,2025-06-09,2025-09-09,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,5000000.000000,1829550000.0000002,50000.000000,0,
AMINECB2LER8,INECBL,AMD,10000.000000,10.500000,Semi-Annually,6,"[""2025-12-26"", ""2026-06-26"", ""2026-12-26"", ""2027-06-26"", ""2027-12-26"", ""2028-06-26""]",ACT/ACT,2028-06-26,2025-06-26,2025-12-26,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,5000000000.000000,5000000000.000000,500000.000000,0,
AMINECB2MER6,INECBM,USD,100.000000,5.250000,Quarterly,12,"[""2025-11-28"", ""2026-02-28"", ""2026-05-28"", ""2026-08-28"", ""2026-11-28"", ""2027-02-28"", ""2027-05-28"", ""2027-08-28"", ""2027-11-28"", ""2028-02-28"", ""2028-05-28"", ""2028-08-28""]",ACT/ACT,2028-08-28,2025-08-28,2025-11-28,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,12000000.000000,4390920000,120000.000000,0,
AMINECB2NER4,INECBN,AMD,10000.000000,10.250000,Semi-Annually,6,"[""2026-06-10"", ""2026-12-10"", ""2027-06-10"", ""2027-12-10"", ""2028-06-10"", ""2028-12-10""]",ACT/ACT,2028-12-10,2025-12-10,2026-06-10,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,5000000000.000000,5000000000.000000,500000.000000,0,
AMINECB2OER2,INECBO,USD,100.000000,5.250000,Semi-Annually,6,"[""2026-06-10"", ""2026-12-10"", ""2027-06-10"", ""2027-12-10"", ""2028-06-10"", ""2028-12-10""]",ACT/ACT,2028-12-10,2025-12-10,2026-06-10,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,8000000.000000,2927280000,80000.000000,0,
AMINECB2PER9,INECBP,AMD,10000.000000,10.000000,Semi-Annually,6,"[""2026-10-03"", ""2027-04-03"", ""2027-10-03"", ""2028-04-03"", ""2028-10-03"", ""2029-04-03""]",ACT/ACT,2029-04-03,2026-04-03,2026-10-03,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,10000000000.000000,10000000000.000000,1000000.000000,0,
AMINECB2QER7,INECBQ,USD,100.000000,5.000000,Quarterly,9,"[""2026-07-03"", ""2026-10-03"", ""2027-01-03"", ""2027-04-03"", ""2027-07-03"", ""2027-10-03"", ""2028-01-03"", ""2028-04-03"", ""2028-07-03""]",ACT/ACT,2028-07-03,2026-04-03,2026-07-03,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,5000000.000000,1829550000.0000002,50000.000000,0,
AMINECB2RER5,INECBR,USD,100.000000,5.000000,Semi-Annually,6,"[""2026-10-14"", ""2027-04-14"", ""2027-10-14"", ""2028-04-14"", ""2028-10-14"", ""2029-04-14""]",ACT/ACT,2029-04-14,2026-04-14,2026-10-14,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,10000000.000000,3659100000.0000005,100000.000000,0,
AMINECB2SER3,INECBS,AMD,10000.000000,10.000000,Quarterly,12,"[""2026-10-16"", ""2027-01-16"", ""2027-04-16"", ""2027-07-16"", ""2027-10-16"", ""2028-01-16"", ""2028-04-16"", ""2028-07-16"", ""2028-10-16"", ""2029-01-16"", ""2029-04-16"", ""2029-07-16""]",ACT/ACT,2029-07-16,2026-07-16,2026-10-16,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,15000000000.000000,15000000000.000000,1500000.000000,0,
AMINECB2TER1,INECBT,EUR,100.000000,3.000000,Quarterly,9,"[""2026-10-16"", ""2027-01-16"", ""2027-04-16"", ""2027-07-16"", ""2027-10-16"", ""2028-01-16"", ""2028-04-16"", ""2028-07-16""]",ACT/ACT,2028-07-16,2026-07-16,2026-10-16,Coupon bond,Debt Instrument,INECOBANK CJSC,173,ABond,Listed,4000000.000000,1688160000,40000.000000,0,
AMINTMB21ER7,INTMB1,AMD,100000.000000,11.900000,Semi-Annually,6,"[""2026-06-15"", ""2026-12-15"", ""2027-06-15"", ""2027-12-15"", ""2028-06-15"", ""2028-12-15""]",ACT/ACT,2028-12-15,2025-12-15,2026-06-15,Coupon bond,Debt Instrument,Intelligent Management LLC,351,ABond,Listed,1000000000.000000,1000000000.000000,10000.000000,0,
AMINTMB22ER5,INTMB2,USD,100.000000,7.900000,Semi-Annually,6,"[""2026-06-15"", ""2026-12-15"", ""2027-06-15"", ""2027-12-15"", ""2028-06-15"", ""2028-12-15""]",ACT/ACT,2028-12-15,2025-12-15,2026-06-15,Coupon bond,Debt Instrument,Intelligent Management LLC,351,ABond,Listed,2500000.000000,914775000.0000001,25000.000000,0,
AMINTMB23ER3,INTMB3,AMD,100000.000000,11.700000,Semi-Annually,6,"[""2026-11-18"", ""2027-05-18"", ""2027-11-18"", ""2028-05-18"", ""2028-11-18"", ""2029-05-18""]",ACT/ACT,2029-05-18,2026-05-18,2026-11-18,Coupon bond,Debt Instrument,Intelligent Management LLC,351,ABond,Listed,3000000000.000000,3000000000.000000,30000.000000,0,
AMKMJOB21ER2,KMJOB1,AMD,50000.000000,12.500000,Quarterly,12,"[""2026-05-03"", ""2026-08-03"", ""2026-11-03"", ""2027-02-03"", ""2027-05-03"", ""2027-08-03"", ""2027-11-03"", ""2028-02-03"", ""2028-05-03"", ""2028-08-03"", ""2028-11-03"", ""2029-02-03""]",ACT/ACT,2029-02-03,2026-02-03,2026-05-03,Coupon bond,Debt Instrument,KAMURJ UCO CJSC,347,BBond,Listed,1000000000.000000,1000000000.000000,20000.000000,0,
AMKTELB21ER4,KTELB1,USD,100.000000,7.650000,Semi-Annually,6,"[""2025-08-12"", ""2026-02-12"", ""2026-08-12"", ""2027-02-12"", ""2027-08-12"", ""2028-02-12""]",ACT/ACT,2028-02-12,2025-02-12,2025-08-12,Coupon bond,Debt Instrument,Viva Armenia CJSC,340,BBond,Listed,80000000.000000,29272800000.000004,800000.000000,0,
AMLUYSB23ER9,LUYSB3,USD,1000.000000,8.000000,Semi-Annually,8,"[""2023-12-12"", ""2024-06-12"", ""2024-12-12"", ""2025-06-12"", ""2025-12-12"", ""2026-06-12"", ""2026-12-12"", ""2027-06-12""]",ACT/ACT,2027-06-12,2023-06-12,2023-12-12,Coupon bond,Debt Instrument,LUYSER CJSC,324,BBond,Listed,4000000.000000,1463640000,4000.000000,0,
AMLUYSB24ER7,LUYSB4,AMD,1000000.000000,12.000000,Semi-Annually,9,"[""2024-06-18"", ""2024-12-18"", ""2025-06-18"", ""2025-12-18"", ""2026-06-18"", ""2026-12-18"", ""2027-06-18"", ""2027-12-18"", ""2028-06-18""]",ACT/ACT,2028-06-18,2023-12-18,2024-06-18,Coupon bond,Debt Instrument,LUYSER CJSC,324,BBond,Listed,1500000000.000000,1500000000.000000,1500.000000,0,
AMLUYSB25ER4,LUYSB5,USD,1000.000000,8.000000,Semi-Annually,8,"[""2024-08-05"", ""2025-02-05"", ""2025-08-05"", ""2026-02-05"", ""2026-08-05"", ""2027-02-05"", ""2027-08-05"", ""2028-02-05""]",ACT/ACT,2028-02-05,2024-02-05,2024-08-05,Coupon bond,Debt Instrument,LUYSER CJSC,324,BBond,Listed,5000000.000000,1829550000.0000002,5000.000000,0,
AMMTGRB21ER2,MTGRB1,AMD,100000.000000,13.000000,Quarterly,20,"[""2026-04-23"", ""2026-07-23"", ""2026-10-23"", ""2027-01-23"", ""2027-04-23"", ""2027-07-23"", ""2027-10-23"", ""2028-01-23"", ""2028-04-23"", ""2028-07-23"", ""2028-10-23"", ""2029-01-23"", ""2029-04-23"", ""2029-07-23"", ""2029-10-23"", ""2030-01-23"", ""2030-04-23"", ""2030-07-23"", ""2030-10-23"", ""2031-01-23""]",ACT/ACT,2031-01-23,2026-01-23,2026-04-23,Coupon bond,Debt Instrument,METAL GROUP LLC,357,BBond,Listed,2000000000.000000,2000000000.000000,20000.000000,0,
AMNAGCB21SH3,NAGCB1,AMD,100000.000000,14.000000,Quarterly,14,"[""2025-11-27"", ""2026-02-27"", ""2026-05-27"", ""2026-08-27"", ""2026-11-27"", ""2027-02-27"", ""2027-05-27"", ""2027-08-27"", ""2027-11-27"", ""2028-02-27"", ""2028-05-27"", ""2028-08-27"", ""2028-11-27"", ""2029-02-27""]",ACT/ACT,2029-02-27,2025-08-27,2025-11-27,Coupon bond,Debt Instrument,New Age Construction LLC,343,BBond,Listed,1500000000.000000,1500000000.000000,15000.000000,0,
AMNAGCB22SH1,NAGCB2,AMD,100000.000000,13.000000,Semi-Annually,6,"[""2026-12-22"", ""2027-06-22"", ""2027-12-22"", ""2028-06-22"", ""2028-12-22"", ""2029-06-22""]",ACT/ACT,2029-06-22,2026-06-22,2026-12-22,Coupon bond,Debt Instrument,New Age Construction LLC,343,BBond,Listed,1000000000.000000,1000000000.000000,10000.000000,0,
AMNMCCB2PER5,NMCCBP,AMD,10000.000000,11.000000,Semi-Annually,6,"[""2024-06-20"", ""2024-12-20"", ""2025-06-20"", ""2025-12-20"", ""2026-06-20"", ""2026-12-20""]",ACT/ACT,2026-12-20,2023-12-20,2024-06-20,Coupon bond,Debt Instrument,National Mortgage Company RCO CJSC,214,ABond,Listed,5000000000.000000,5000000000.000000,500000.000000,0,
AMNMCCB2QER3,NMCCBQ,AMD,10000.000000,10.000000,Semi-Annually,6,"[""2024-09-26"", ""2025-03-26"", ""2025-09-26"", ""2026-03-26"", ""2026-09-26"", ""2027-03-26""]",ACT/ACT,2027-03-26,2024-03-26,2024-09-26,Coupon bond,Debt Instrument,National Mortgage Company RCO CJSC,214,ABond,Listed,5000000000.000000,5000000000.000000,500000.000000,0,
AMNMCCB2RER1,NMCCBR,AMD,10000.000000,9.500000,Semi-Annually,6,"[""2025-04-16"", ""2025-10-16"", ""2026-04-16"", ""2026-10-16"", ""2027-04-16"", ""2027-10-16""]",ACT/ACT,2027-10-16,2024-10-16,2025-04-16,Coupon bond,Debt Instrument,National Mortgage Company RCO CJSC,214,ABond,Listed,2238720000.000000,2238720000.000000,223872.000000,0,
AMNMCCB2SER9,NMCCBS,AMD,10000.000000,9.750000,Semi-Annually,6,"[""2025-10-10"", ""2026-04-10"", ""2026-10-10"", ""2027-04-10"", ""2027-10-10"", ""2028-04-10""]",ACT/ACT,2028-04-10,2025-04-10,2025-10-10,Coupon bond,Debt Instrument,National Mortgage Company RCO CJSC,214,ABond,Listed,7000000000.000000,7000000000.000000,700000.000000,0,
AMNMCCB2TER7,NMCCBT,AMD,10000.000000,9.000000,Semi-Annually,10,"[""2026-05-27"", ""2026-11-27"", ""2027-05-27"", ""2027-11-27"", ""2028-05-27"", ""2028-11-27"", ""2029-05-27"", ""2029-11-27"", ""2030-05-27"", ""2030-11-27""]",ACT/ACT,2030-11-27,2025-11-27,2026-05-27,Coupon bond,Debt Instrument,National Mortgage Company RCO CJSC,214,ABond,Listed,5298000000.000000,5298000000.000000,529800.000000,0,
AMNMCCB2UER5,NMCCBU,AMD,10000.000000,9.000000,Semi-Annually,10,"[""2026-12-16"", ""2027-06-16"", ""2027-12-16"", ""2028-06-16"", ""2028-12-16"", ""2029-06-16"", ""2029-12-16"", ""2030-06-16"", ""2030-12-16"", ""2031-06-16""]",ACT/ACT,2031-06-16,2026-06-16,2026-12-16,Coupon bond,Debt Instrument,National Mortgage Company RCO CJSC,214,ABond,Listed,2500000000.000000,2500000000.000000,250000.000000,0,
AMNOUTB21ER8,NOUTB1,AMD,100000.000000,13.000000,Quarterly,12,"[""2025-06-07"", ""2025-09-07"", ""2025-12-07"", ""2026-03-07"", ""2026-06-07"", ""2026-09-07"", ""2026-12-07"", ""2027-03-07"", ""2027-06-07"", ""2027-09-07"", ""2027-12-07"", ""2028-03-07""]",ACT/ACT,2028-03-07,2025-03-07,2025-06-07,Coupon bond,Debt Instrument,NOUT.AM  LLC,342,BBond,Listed,618700000.000000,618700000.000000,6187.000000,0,
AMNSANB21ER4,NSANB1,AMD,100000.000000,12.000000,Quarterly,12,"[""2026-04-16"", ""2026-07-16"", ""2026-10-16"", ""2027-01-16"", ""2027-04-16"", ""2027-07-16"", ""2027-10-16"", ""2028-01-16"", ""2028-04-16"", ""2028-07-16"", ""2028-10-16"", ""2029-01-16""]",ACT/ACT,2029-01-16,2026-01-16,2026-04-16,Coupon bond,Debt Instrument,NARSAN LLC,353,BBond,Listed,1500000000.000000,1500000000.000000,15000.000000,0,
AMPROMB2CER0,PROMBC,USD,100.000000,5.250000,Quarterly,12,"[""2024-10-25"", ""2025-01-25"", ""2025-04-25"", ""2025-07-25"", ""2025-10-25"", ""2026-01-25"", ""2026-04-25"", ""2026-07-25"", ""2026-10-25"", ""2027-01-25"", ""2027-04-25"", ""2027-07-25""]",ACT/ACT,2027-07-25,2024-07-25,2024-10-25,Coupon bond,Debt Instrument,EVOCABANK OJSC,323,BBond,Listed,15000000.000000,5488650000,150000.000000,0,
AMPROMB2DER8,PROMBD,AMD,10000.000000,10.250000,Quarterly,12,"[""2024-10-25"", ""2025-01-25"", ""2025-04-25"", ""2025-07-25"", ""2025-10-25"", ""2026-01-25"", ""2026-04-25"", ""2026-07-25"", ""2026-10-25"", ""2027-01-25"", ""2027-04-25"", ""2027-07-25""]",ACT/ACT,2027-07-25,2024-07-25,2024-10-25,Coupon bond,Debt Instrument,EVOCABANK OJSC,323,BBond,Listed,3000000000.000000,3000000000.000000,300000.000000,0,
AMPROMB2EER6,PROMBE,USD,100.000000,5.000000,Quarterly,12,"[""2024-12-30"", ""2025-03-30"", ""2025-06-30"", ""2025-09-30"", ""2025-12-30"", ""2026-03-30"", ""2026-06-30"", ""2026-09-30"", ""2026-12-30"", ""2027-03-30"", ""2027-06-30"", ""2027-09-30""]",ACT/ACT,2027-09-30,2024-09-30,2024-12-30,Coupon bond,Debt Instrument,EVOCABANK OJSC,323,BBond,Listed,15000000.000000,5488650000,150000.000000,0,
AMPROMB2FER3,PROMBF,AMD,10000.000000,10.000000,Quarterly,12,"[""2024-12-30"", ""2025-03-30"", ""2025-06-30"", ""2025-09-30"", ""2025-12-30"", ""2026-03-30"", ""2026-06-30"", ""2026-09-30"", ""2026-12-30"", ""2027-03-30"", ""2027-06-30"", ""2027-09-30""]",ACT/ACT,2027-09-30,2024-09-30,2024-12-30,Coupon bond,Debt Instrument,EVOCABANK OJSC,323,BBond,Listed,3000000000.000000,3000000000.000000,300000.000000,0,
AMRENSB21ER7,RENSB1,AMD,1000000.000000,12.000000,Semi-Annually,6,"[""2026-08-02"", ""2027-02-02"", ""2027-08-02"", ""2028-02-02"", ""2028-08-02"", ""2029-02-02""]",ACT/ACT,2029-02-02,2026-02-02,2026-08-02,Coupon bond,Debt Instrument,RENSHIN LLC,362,BBond,Listed,2300000000.000000,2300000000.000000,2300.000000,0,
AMRENSB22ER5,RENSB2,USD,10000.000000,8.000000,Semi-Annually,6,"[""2026-08-02"", ""2027-02-02"", ""2027-08-02"", ""2028-02-02"", ""2028-08-02"", ""2029-02-02""]",ACT/ACT,2029-02-02,2026-02-02,2026-08-02,Coupon bond,Debt Instrument,RENSHIN LLC,362,BBond,Listed,10000000.000000,3659100000.0000005,1000.000000,0,
AMRENSB23ER3,RENSB3,USD,10000.000000,8.500000,Semi-Annually,10,"[""2026-08-02"", ""2027-02-02"", ""2027-08-02"", ""2028-02-02"", ""2028-08-02"", ""2029-02-02"", ""2029-08-02"", ""2030-02-02"", ""2030-08-02"", ""2031-02-02""]",ACT/ACT,2031-02-02,2026-02-02,2026-08-02,Coupon bond,Debt Instrument,RENSHIN LLC,362,BBond,Listed,10000000.000000,3659100000.0000005,1000.000000,0,
AMSTAMB21ER3,STAMB1,AMD,100000.000000,13.500000,Quarterly,12,"[""2025-11-20"", ""2026-02-20"", ""2026-05-20"", ""2026-08-20"", ""2026-11-20"", ""2027-02-20"", ""2027-05-20"", ""2027-08-20"", ""2027-11-20"", ""2028-02-20"", ""2028-05-20"", ""2028-08-20""]",ACT/ACT,2028-08-20,2025-08-20,2025-11-20,Coupon bond,Debt Instrument,STAMINA LLC,344,BBond,Listed,250000000.000000,250000000.000000,2500.000000,0,
AMSTIGB21ER8,STIGB1,AMD,100000.000000,12.750000,Semi-Annually,6,"[""2025-08-27"", ""2026-02-27"", ""2026-08-27"", ""2027-02-27"", ""2027-08-27"", ""2028-02-27""]",ACT/ACT,2028-02-27,2025-02-27,2025-08-27,Coupon bond,Debt Instrument,SHTIGEN LLC,341,BBond,Listed,847100000.000000,847100000.000000,8471.000000,0,
AMSWISB2FER5,SWISBF,AMD,50000.000000,8.500000,Semi-Annually,12,"[""2021-03-28"", ""2021-09-28"", ""2022-03-28"", ""2022-09-28"", ""2023-03-28"", ""2023-09-28"", ""2024-03-28"", ""2024-09-28"", ""2025-03-28"", ""2025-09-28"", ""2026-03-28"", ""2026-09-28""]",ACT/ACT,2026-09-28,2020-09-28,2021-03-28,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,10000000000.000000,10000000000.000000,200000.000000,0,
AMSWISB2HER1,SWISBH,AMD,50000.000000,11.750000,Semi-Annually,8,"[""2023-12-01"", ""2024-06-01"", ""2024-12-01"", ""2025-06-01"", ""2025-12-01"", ""2026-06-01"", ""2026-12-01"", ""2027-06-01""]",ACT/ACT,2027-06-01,2023-06-01,2023-12-01,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,6000000000.000000,6000000000.000000,120000.000000,0,
AMSWISB2IER9,SWISBI,USD,100.000000,6.000000,Semi-Annually,8,"[""2023-12-01"", ""2024-06-01"", ""2024-12-01"", ""2025-06-01"", ""2025-12-01"", ""2026-06-01"", ""2026-12-01"", ""2027-06-01""]",ACT/ACT,2027-06-01,2023-06-01,2023-12-01,,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,10000000.000000,3659100000.0000005,100000.000000,0,
AMSWISB2JER7,SWISBJ,EUR,100.000000,4.500000,Semi-Annually,8,"[""2023-12-01"", ""2024-06-01"", ""2024-12-01"", ""2025-06-01"", ""2025-12-01"", ""2026-06-01"", ""2026-12-01"", ""2027-06-01""]",ACT/ACT,2027-06-01,2023-06-01,2023-12-01,,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,9400000.000000,3967176000,94000.000000,0,
AMSWISB2KER5,SWISBK,AMD,50000.000000,10.000000,Semi-Annually,4,"[""2025-04-21"", ""2025-10-21"", ""2026-04-21"", ""2026-10-21""]",ACT/ACT,2026-10-21,2024-10-21,2025-04-21,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,4650000000.000000,4650000000.000000,93000.000000,0,
AMSWISB2LER3,SWISBL,AMD,50000.000000,10.000000,Semi-Annually,6,"[""2025-02-12"", ""2025-08-12"", ""2026-02-12"", ""2026-08-12"", ""2027-02-12"", ""2027-08-12""]",ACT/ACT,2027-08-12,2024-08-12,2025-02-12,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,5000000000.000000,5000000000.000000,100000.000000,0,
AMSWISB2MER1,SWISBM,AMD,50000.000000,10.200000,Semi-Annually,8,"[""2024-12-10"", ""2025-06-10"", ""2025-12-10"", ""2026-06-10"", ""2026-12-10"", ""2027-06-10"", ""2027-12-10"", ""2028-06-10""]",ACT/ACT,2028-06-10,2024-06-10,2024-12-10,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,5000000000.000000,5000000000.000000,100000.000000,0,
AMSWISB2NER9,SWISBN,USD,100.000000,6.000000,Semi-Annually,6,"[""2025-04-21"", ""2025-10-21"", ""2026-04-21"", ""2026-10-21"", ""2027-04-21"", ""2027-10-21""]",ACT/ACT,2027-10-21,2024-10-21,2025-04-21,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,8148600.000000,2981654226,81486.000000,0,
AMSWISB2OER7,SWISBO,USD,100.000000,6.250000,Semi-Annually,8,"[""2024-12-10"", ""2025-06-10"", ""2025-12-10"", ""2026-06-10"", ""2026-12-10"", ""2027-06-10"", ""2027-12-10"", ""2028-06-10""]",ACT/ACT,2028-06-10,2024-06-10,2024-12-10,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,15000000.000000,5488650000,150000.000000,0,
AMSWISB2PER4,SWISBP,EUR,100.000000,5.000000,Semi-Annually,8,"[""2024-12-10"", ""2025-06-10"", ""2025-12-10"", ""2026-06-10"", ""2026-12-10"", ""2027-06-10"", ""2027-12-10"", ""2028-06-10""]",ACT/ACT,2028-06-10,2024-06-10,2024-12-10,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,3200500.000000,1350739020,32005.000000,0,
AMSWISB2QER2,SWISBQ,AMD,50000.000000,10.000000,Semi-Annually,6,"[""2026-08-04"", ""2027-02-04"", ""2027-08-04"", ""2028-02-04"", ""2028-08-04"", ""2029-02-04""]",ACT/ACT,2029-02-04,2026-02-04,2026-08-04,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,7000000000.000000,7000000000.000000,140000.000000,0,
AMSWISB2RER0,SWISBR,AMD,50000.000000,10.250000,Semi-Annually,8,"[""2025-12-16"", ""2026-06-16"", ""2026-12-16"", ""2027-06-16"", ""2027-12-16"", ""2028-06-16"", ""2028-12-16"", ""2029-06-16""]",ACT/ACT,2029-06-16,2025-06-16,2025-12-16,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,7000000000.000000,7000000000.000000,140000.000000,0,
AMSWISB2SER8,SWISBS,AMD,50000.000000,10.500000,Semi-Annually,10,"[""2025-12-16"", ""2026-06-16"", ""2026-12-16"", ""2027-06-16"", ""2027-12-16"", ""2028-06-16"", ""2028-12-16"", ""2029-06-16"", ""2029-12-16"", ""2030-06-16""]",ACT/ACT,2030-06-16,2025-06-16,2025-12-16,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,7000000000.000000,7000000000.000000,140000.000000,0,
AMSWISB2TER6,SWISBT,AMD,50000.000000,10.000000,Semi-Annually,8,"[""2026-12-08"", ""2027-06-08"", ""2027-12-08"", ""2028-06-08"", ""2028-12-08"", ""2029-06-08"", ""2029-12-08"", ""2030-06-08""]",ACT/ACT,2030-06-08,2026-06-08,2026-12-08,Coupon bond,Debt Instrument,ARMSWISSBANK CJSC,42,BBond,Listed,5000000000.000000,5000000000.000000,100000.000000,0,
AMTMHDB21ER0,TMHDB1,AMD,100000.000000,12.000000,Quarterly,16,"[""2026-03-03"", ""2026-06-03"", ""2026-09-03"", ""2026-12-03"", ""2027-03-03"", ""2027-06-03"", ""2027-09-03"", ""2027-12-03"", ""2028-03-03"", ""2028-06-03"", ""2028-09-03"", ""2028-12-03"", ""2029-03-03"", ""2029-06-03"", ""2029-09-03"", ""2029-12-03""]",ACT/ACT,2029-12-03,2025-12-03,2026-03-03,Coupon bond,Debt Instrument,Team Holding CJSC,352,BBond,Listed,1400000000.000000,1400000000.000000,14000.000000,0,
